ex ey ez px py pz
-52.16749431248813 75.65097644155395 -77.94210057770465 -29.085003936749388 37.23151613084443 -38.14753824140074
-52.36718123109645 75.97240088219831 -79.86959117933304 -29.278189785006713 37.390076536466005 -39.11580361091584
-51.937380180442574 76.69133429511201 -81.6413568548483 -29.105253043047853 37.70088179450115 -40.05041207164063
-51.85622579946723 77.94376170847946 -81.92496876540739 -29.14059176163884 38.58151361455256 -39.5779305667314
-52.133265692399256 78.95854542267449 -82.37559738830008 -29.387572615462872 38.692778763154834 -40.540541871750655
-51.922032565161686 79.49369969070685 -84.27905130022586 -29.44322416390771 38.88726510666458 -41.519867133011644
-52.709362665059686 79.64450728189875 -85.13903790324044 -30.37302049783833 38.875074533709835 -41.15199464513001
-53.4931211335616 79.5263469970886 -86.0504513048404 -30.475773434572115 38.796925072245706 -42.143626883243236
-54.28625223094153 79.64702060732347 -86.9319192937064 -31.376469257581807 39.0267337469987 -41.77493323341839
-55.01366832879136 80.15083216730537 -87.69602513377681 -31.34195699650726 39.32471952870819 -42.72887944664768
-54.70488293097639 81.56284444544326 -88.35582193198935 -31.12624022895206 40.300594508561204 -42.69520007770456
-54.868492079683975 82.24676179038669 -89.08732586575202 -31.648598523994934 39.94855888326905 -43.47186778665419
-55.987832626299834 82.01925331285017 -90.4241946904605 -32.62678289306769 40.11761934969468 -43.592590190513945
-56.60382343007587 81.50146270361016 -91.58317812639442 -32.65580074955955 39.41725541022256 -44.305786037593634
-56.03675784550792 81.28583779383219 -93.22721515186508 -32.64184495854019 39.64604611370811 -45.27916163308368
-55.92656946735515 82.34092241393779 -94.82607837927377 -32.939431360216886 40.2715021898523 -46.00044315256927
-56.720850364425964 83.80018895559057 -95.54777754645488 -33.44235219374805 41.13320534572249 -45.933076199516044
-56.86199541082112 85.4202215622697 -95.76132527533026 -32.94171601016887 41.86122149310546 -46.40143066019825
-56.14413471881912 86.86933686484163 -96.72866033750495 -32.90959232460407 42.33454232767567 -47.281734844209375
-56.83293028881281 87.51667970866686 -97.89735562500975 -33.89242771319181 42.48965700417696 -47.3816049402016
-57.93144593065968 88.53229502573451 -98.14716327457238 -33.891441310788416 43.488360300323144 -47.33070549740448
-57.61402703371118 89.78324464141114 -98.81223274781235 -33.66234570691944 43.59012649116289 -48.298775147114604
-56.50863630084982 90.49694593649897 -100.2997163141282 -33.27050861466972 43.839004215391135 -49.1845084994957
-56.72318358022673 90.5559010370753 -101.40523327709137 -34.228946221662035 43.56707170949096 -49.27082226281128
-57.504687835719224 89.88712083891855 -100.88654080729863 -33.90471425882322 43.37681126368053 -48.344175298194386
-57.939592120056055 90.45676862171861 -99.75388956124667 -34.1708089111861 44.32421719039852 -48.16636740747099
-58.03337014406838 91.36903362348836 -100.50095340421407 -34.136390961008956 44.202313949138535 -49.158312468689566
-57.710674447654846 92.38108302889671 -101.16396706781838 -33.97098774289534 45.18333901016178 -49.05716107185299
-57.635493732719226 93.6534697413544 -101.84449923558327 -34.143031160021145 45.35583714311553 -50.02702985511758
-57.79688427565262 94.581199895924 -103.5159918073356 -34.591710391289695 45.930738239437545 -50.71126349714055
-58.27883567524982 95.03956627408338 -105.21379612621242 -35.136578146420476 45.69740604269047 -51.516667256369374
-59.31681769120669 94.69798840954638 -106.68108766640533 -36.12292889143426 45.6193027494726 -51.66162270952404
-59.73055604859071 95.38289205362743 -106.93096910261343 -35.51799673980726 46.41275002025367 -51.72869371978929
-59.47932035199395 97.1671789902446 -107.03308778797194 -35.69316096905175 47.30102982154543 -52.15328350700779
-60.627343422250114 97.91698496284704 -107.58312766779919 -36.67686463177421 47.2956879964641 -51.97356548105818
-61.465519679348326 98.23952384524499 -108.6438865841194 -36.81591631876437 47.6509088189934 -52.89794786707968
-61.68010457768802 99.6429920883735 -109.28030912106072 -36.922488097850405 48.63179432353704 -52.73514097877757
-61.234512369284055 100.74297530331386 -109.64217817443703 -36.39626731994515 48.59461298579085 -53.58467569909464
-60.193705257974706 101.69856516916532 -109.64115428714483 -35.83560964636695 49.361737597569224 -53.27293413455477
-59.57626705321462 103.2332113829967 -108.5240735445013 -35.19605984148023 50.10012544279607 -53.05901957897097
-59.84546063896758 103.56593407579997 -108.63609113292195 -36.08057230064462 49.7287450329165 -53.341356790015936
-60.08110569391277 102.80903434831795 -110.13582424618578 -36.09450306114717 49.235028820358956 -54.21086828238947
-59.62316393338726 102.85874715141608 -111.92069210787376 -36.34629175991636 49.476440742351265 -55.148057022767894
-60.55477090263068 103.128411984958 -112.77336995962331 -37.2346794471344 49.58530174435168 -54.702056350747256
-62.41028799997944 103.42506009971827 -113.00759382769354 -38.08364604907263 50.11220493678685 -54.74241393485585
-63.28880653432582 103.73824674349177 -114.3112884130676 -38.501679492765405 49.912307043394264 -55.628579197192146
-63.957191812660746 103.28775578659047 -115.97115813521037 -39.40949227360407 49.61323417967676 -55.922571335069634
-65.0426872688442 103.65725904785111 -117.15949156885408 -39.905057698681645 50.35121751565209 -56.38060572820012
-66.3359386878328 103.89307004316557 -117.78733888733512 -40.7974011386959 50.035041016901914 -56.05849455686077
-66.5915373101779 103.67780354250135 -118.63455693883702 -40.5103618104019 50.090901036580775 -57.01478325919601
-66.90527797386109 103.74909656887668 -119.04644691140545 -41.23574879984476 50.1208718572309 -56.327094764704064
-67.45404727139706 104.3392884472885 -118.24476787944113 -40.59396525665326 50.87743117766387 -56.20166797986695
-66.62143533758702 105.58186545693682 -118.5444745969453 -40.42928731065582 51.10971394278812 -57.16027420305158
-66.8812057039987 106.67051091842761 -119.06929822690098 -40.8827370833223 51.92264897316895 -56.794870398954735
-67.28567193340025 107.18218102020771 -119.76335405503588 -41.00740287480378 51.60382017229054 -57.7344483021457
-67.34929933574689 107.85714670968726 -120.2574169640209 -41.044256410403 52.52790447163386 -57.35404059373143
-68.50747043289796 108.26022426424812 -120.29236175861534 -42.001574232969595 52.242485981550644 -57.399635243801036
-70.0940483364013 107.27094132466326 -120.85273654040823 -42.846475514752505 51.84841421367651 -57.03790431368011
-70.58150855673576 107.19267407363532 -121.73555437767888 -42.82545782578777 52.16161917485158 -57.98735726619851
-70.61286854601799 107.18535828629253 -121.75358762360774 -42.88150547419026 51.84734403664555 -57.03968126744464
-71.72396052701443 106.46182282286401 -121.58658380264761 -43.85307269070207 51.732165587499274 -57.246541289323595
-73.35301503402788 106.72532773045131 -122.32154562445191 -44.60572792340851 52.37487388757499 -57.103586255507366
-74.0798548808414 107.50394888181 -123.3819089262827 -44.84302336035726 52.51347217938978 -58.0650858078262
-74.75625003560971 107.52029333046103 -124.81858550167998 -45.830279180504974 52.361896195772786 -58.11356948317167
-76.28506421368357 106.53655739768749 -125.20438218047305 -46.514029455874955 51.86642189206043 -57.57785428337589
-77.27665281976819 106.78726286726302 -124.954773012026 -46.55512474774586 52.86492505542878 -57.54176259833012
-78.1786863214265 108.4807427098565 -125.06400595264698 -47.09670325661431 53.69567757104887 -57.670382101216425
-79.72404766904998 109.48483059840629 -125.04281387671261 -47.74935284331995 54.19884792167957 -57.10392988326761
-81.23811185278927 109.08723500355987 -125.24471004045951 -48.58118388819051 53.644531365756094 -57.13204160001857
-81.6787865596842 109.09140650020859 -124.98193581554237 -48.014815079839124 54.34166207090039 -56.69245639454453
-82.51143828923374 109.6498170164389 -124.42151700126762 -48.968072590605836 54.454430966078036 -56.41212927411687
-84.41998794369283 109.2481835322031 -124.81312996875296 -49.92633259201283 54.36216548199349 -56.141528368445584
-85.26970805593305 109.36439336621034 -125.93527810750943 -50.209482635617036 54.62030028808114 -57.06521255402691
-85.577539779732 110.48229054612395 -127.43829142196604 -50.71446702747577 55.3119869527718 -57.58150735534508
-86.76515640661941 110.62092617590255 -127.83043401060107 -51.402846470930385 54.99370673772192 -56.92971640224975
-87.48053274520716 110.39412773334293 -128.56337212125004 -51.71788772138995 55.17261052275468 -57.86177994418765
-87.19659873887521 111.1612684022795 -130.38157410348654 -51.893631748714185 55.418999527727784 -58.81488355612511
-87.75310680574434 110.97055615311697 -131.4707230637189 -52.7448174133561 54.984245577978484 -58.52082239329419
-88.13160546926208 110.28576941616086 -132.6032101900497 -52.86990763192665 54.70386980780767 -59.47252710838133
-88.02935284062583 109.71992560971015 -132.7069982908255 -52.79600799866729 54.40175677130661 -58.52212374276216
-88.55457588297686 109.80682516310455 -131.11824427030655 -52.54853519703645 55.13296193848149 -57.88643811609617
-89.17118951925548 111.27473529146809 -130.0450561160912 -52.57114744612253 56.10897264631574 -57.669893006744445
-89.70016166227853 113.04495634262229 -129.31664424662438 -52.35774491787613 57.059782070795194 -57.445347244684456
-89.57111130353003 114.48781212067225 -129.67406363107958 -52.39763979064335 57.40837797537653 -58.38177091719386
-89.33867086827986 115.48101750994911 -129.55998118688547 -51.93736361762676 57.96615204469104 -57.691094486328055
-88.97581248766829 115.42520569325623 -129.42269336753785 -52.03555552717903 57.2799864056354 -58.411882294686265
-88.75738860800922 115.47889249485647 -129.37140340085526 -51.71464622744161 57.96633962847089 -57.75924420596835
-89.86710572614493 116.0794059798983 -128.9821745714289 -52.686183334142626 58.20024468306448 -57.72177320733483
-90.9207556259579 115.89320754872794 -130.3628451063434 -53.331797911029184 57.88774709428737 -58.418570936320855
-91.31696136049258 116.61381389500797 -131.17053558473307 -53.30406285220825 58.88734256750374 -58.41227360057077
-91.14048059873977 117.72538302489387 -131.90944701013 -53.36755995182371 58.801133047585246 -59.40652509642876
-91.61719223926832 118.0338626118862 -133.20511437031323 -54.308129612405644 59.13921613680034 -59.3744542626454
-93.35588247570428 118.61315966211211 -133.26512963300792 -54.76732229602252 59.82109314909928 -58.80508108149704
-93.35529189252405 119.29776084427748 -133.40266168798368 -54.26529922645395 59.77265222453671 -59.66857764457559
-93.45942118929425 119.46621405606317 -134.2086229134332 -55.238669729420344 59.90429728793355 -59.48090921026075
-94.47507355539132 119.81839967578375 -133.63939291969774 -54.76239202087204 60.4656286645902 -58.80410301206164
-94.26934388571021 120.74026274109679 -133.57740395253944 -54.8771441059648 60.731384176614405 -59.76128949692006
-93.84402666771645 121.57276746036788 -135.33338597048194 -55.17618690320728 60.90095970156502 -60.7003409048606
-94.57246977978882 121.77295544113421 -136.71896904756713 -56.17324801752863 60.9389763935763 -60.633828759828354
-96.36161087951778 121.57445726500583 -137.58074619867492 -57.15426613027714 61.100505347253296 -60.526535425537034
-98.02780724176253 121.02130056428993 -138.40356404540037 -58.090242282426544 60.776429643853525 -60.38897241788764
-98.64242065122693 121.49427146633585 -138.96752239229494 -57.88018451871218 61.648168695949266 -60.8316311588547
-97.93022276902434 122.05274209942506 -139.8093224624806 -57.850330098965834 60.98736489426674 -61.5815958575596
-97.3963008945639 122.3339706565861 -139.7998564628531 -57.38178240468451 61.762264170995294 -61.15733866067401
-97.95423018427041 123.88018865258455 -139.24214714166018 -57.741044174778594 62.68946202385099 -61.263334520067886
-98.6228810612794 124.98136559004834 -140.3481071838196 -58.33610632013945 62.85051860045252 -62.05071106422699
-99.11756767627892 125.89376750516276 -140.62752042902522 -58.13419814179655 63.66115353905489 -61.501071105858436
-99.38355910068768 126.29603837626601 -140.9177253922506 -58.64192553835073 63.26989607392876 -62.268619467052304
-99.05549415994741 126.64836636490988 -142.63837691895407 -58.741669250724 63.663607753238246 -63.18242595937839
-99.65579790029642 127.75811832348072 -143.52874367657384 -59.42121750999386 64.37677333710684 -63.010353261635025
-100.24447906012364 127.91938507603619 -144.56433020494003 -59.76580427842673 63.84948834200577 -63.78703240578804
-100.50329928872216 128.38745362466787 -145.20614337072678 -59.90197832848438 64.80879728771583 -63.53968048084802
-100.82621579034367 129.5291098874224 -145.86972475455036 -60.19456722316143 64.93196652925245 -64.48795316138403
-100.99051135671003 130.78864963538254 -146.74358641083467 -60.29608771706201 65.92603404921009 -64.52698334308286
-100.8947178583481 132.30872256536222 -147.35849045769888 -60.19183994044748 66.24972938879847 -65.46738417687645
-101.37861889809496 133.15188206699662 -147.8087231871569 -60.78746188655296 66.80652461637422 -64.88840786314127
-101.74182184324307 133.02617878355906 -148.31588380057175 -60.793566596791585 66.16941450523566 -65.65915648545462
-102.13805943941608 132.8466648992273 -149.11798896004123 -61.587717583250225 66.64719983006246 -65.28359637829877
-102.90151323088098 133.77694533686198 -148.55077555463996 -60.91561337451606 67.35860812115448 -65.07823285678784
-103.3262822406008 135.2539905314963 -147.7117938904239 -61.182231079958456 68.28517657035826 -64.81292943034043
-104.17351848204943 136.51259350294976 -148.35411437430074 -61.73725815673828 68.71432087417271 -65.5255163447199
-103.58609555330972 137.50406643177314 -149.55513788667963 -61.228358126848526 68.86210895863272 -66.37356082566997
-103.53912266721208 138.50800613216856 -150.32615909008652 -61.962936937612355 69.53463781104067 -66.46355478911
-104.59501378761324 139.92979807407107 -151.0480860595044 -62.227110964471244 70.42860151388975 -66.82555061991681
-104.34622041539818 141.48154726911022 -151.88038105622252 -61.96622939595961 70.7935735388774 -67.7192710617706
-103.57084471017478 142.4291372462645 -153.32398704526602 -62.282578854761454 70.86660004402795 -68.66509882064706
-103.31800616213489 143.0438134316487 -155.2006119094426 -62.75213431745357 71.02264022671883 -69.53410349775864
-103.79332247998445 143.64099555930596 -156.96325155275287 -63.58236999490567 71.33122000877707 -69.99830952743785
-103.54748797138024 144.10993883268281 -158.40799575821123 -63.32861200722693 71.18013782591025 -70.95370528716752
-103.7265200551352 144.07424741437427 -159.31536766089823 -64.26638327052696 71.23085758286184 -70.61017571932301
-105.6149611864013 143.68857525993164 -159.84284260240904 -65.19049465659681 71.36331020027264 -70.25174239180296
-107.52312821375926 143.38168590764167 -160.3570126917135 -66.118870421756 71.49917316510879 -69.9058237692181
-109.3733382338039 143.35183667650873 -161.0458772659828 -67.04866393014933 71.85001078014179 -69.7944819548464
-110.92962159081759 142.7747513190209 -161.75138582559148 -67.85869472571086 71.37796516062966 -69.44659829133033
-111.2560728484569 142.68791032249857 -162.75252868129468 -67.92467057809839 71.73673536254418 -70.37768965586979
-110.5584393337118 143.32834134528443 -164.4015202255832 -68.20269116378512 71.51165066468951 -71.31152124278793
-110.66719137380638 142.79958133153553 -166.0123185542726 -69.08682323211197 71.05493698764931 -71.41012703856339
-110.86442542040247 142.77082725850366 -167.49460129079662 -69.26619552694524 71.34151502781434 -72.35124265672165
-111.20898515161642 143.55892722146402 -169.03549827916964 -70.14859800581755 71.68701649391271 -72.67060859448567
-111.59218696789418 144.37293270425548 -170.57128640712628 -70.35423127912375 72.01174379967303 -73.59379174738818
-112.25556600267264 144.83592311037813 -171.78951711824132 -71.32023800289431 72.17503574060426 -73.39337530181304
-114.09987958938353 144.65277425917904 -172.53348361036794 -72.25406954488288 72.368555100869 -73.09252831680242
-115.44704254621867 145.2881123223429 -173.4115701170806 -72.77357183756494 73.10258534185638 -73.52992627428974
-116.686022639048 145.7332654882386 -174.44206357152518 -73.75535308288623 73.06484506466941 -73.34369722764761
-118.28853981078899 145.8971847307564 -175.37682317387075 -74.53950892510971 73.68178002859368 -73.41071114705652
-119.993627485245 146.18810619092912 -176.15146041049755 -75.47196653564734 73.82288963775778 -73.0781290026891
-121.61142725721271 146.48362696086835 -175.8881319919944 -75.5322832364303 74.55748928136671 -72.4023144872958
-121.39388790060715 146.7614672181348 -175.71380023116532 -75.14788386466468 74.0267528585841 -73.15766604287646
-120.71979182996172 147.46613722111957 -176.54367013006842 -75.42027114499618 74.85809156147663 -73.64210502828803
-120.54135445697995 148.90517055174962 -177.69163841451385 -75.47354750158523 75.13571224753805 -74.60131740544931
-120.80724001967111 149.31462920009787 -179.1407197559373 -76.46626918562144 75.13088429875096 -74.72165172704887
-122.4370351920805 149.27452962645012 -180.12085682910728 -77.3205570094751 75.54312066476493 -74.40502340779902
-122.90198400770255 149.9927842570576 -180.99648970305952 -77.23980115826505 75.83722652220426 -75.35737850812411
-123.3289819705759 150.26677933040753 -181.8158032606422 -78.11173565627709 75.83568144614593 -74.8677584064979
-123.99147022072034 150.88040695410905 -181.8129541675763 -77.61138131359539 76.64081923248777 -75.18618999532684
-124.40836829469204 152.5271662436095 -181.39384078641268 -77.83476569627409 77.56440010885107 -74.87458482465208
