ts x y z vx vy vz ax ay az ox oy oz ow accel gyro
1625518951486.6282 -0.00016872900596354157 -0.0006662593223154545 -9.997289453167468e-06 -0.0006171637214720249 -0.015664637088775635 0.005260817240923643 -0.0003845950704999268 -0.2857801020145416 0.10429257899522781 -0.029868515208363533 -5.11312136950437e-05 -0.005289802327752113 0.9995399117469788 "x: -0.0382459, y: 10.0396, z: -0.70755" "x: -0.00213059, y: 0.0010653, z: 0"
1625518951591.5476 -0.00033169484231621027 -0.0007012829300947487 -0.0005948017351329327 -0.0008374331519007683 -0.01566157303750515 -0.0023675630800426006 -0.0007505308603867888 -0.20277029275894165 0.004551110789179802 -0.030158555135130882 -9.398498150403611e-06 -0.005239247344434261 0.9995313882827759 "x: -0.0382459, y: 10.0396, z: -0.70755" "x: -0.00426119, y: 0.0010653, z: 0.00213059"
1625518951691.4712 -0.0002630781091284007 -0.0010219728574156761 -0.0008562778239138424 0.00046248966827988625 -0.020272856578230858 -0.0023918121587485075 -0.0006436476251110435 -0.3260304629802704 -0.049420349299907684 -0.030087973922491074 -2.6738885026134085e-06 -0.005322274751961231 0.9995331168174744 "x: -0.0382459, y: 10.0396, z: -0.688427" "x: 0.00426119, y: -0.0010653, z: 0.0010653"
1625518951791.3945 -0.0002865568967536092 -0.0006850940408185124 -0.0004799051966983825 0.0006538912421092391 -0.014455899596214294 0.0030829214956611395 0.0001417094754287973 -0.2455463707447052 -0.04970435053110123 -0.029965989291667938 -5.277098171063699e-05 -0.00533406063914299 0.9995367527008057 "x: -0.0382459, y: 10.0396, z: -0.688427" "x: 0.0010653, y: 0.0010653, z: 0.00319589"
1625518951891.318 -0.00016516588220838457 -0.0007997597567737103 -8.973347576102242e-05 0.0007695355452597141 -0.017823046073317528 0.004199860151857138 0.0011939204996451735 -0.25300973653793335 0.01991460658609867 -0.029993388801813126 -3.554327122401446e-05 -0.005376320332288742 0.9995356202125549 "x: -0.0382459, y: 10.0396, z: -0.70755" "x: 0.00213059, y: -0.00426119, z: -0.0010653"
1625518951996.3965 -0.000161723219207488 -0.0008144592284224927 -0.00043527790694497526 0.00011952305067097768 -0.017787467688322067 7.845915388315916e-05 0.00017361452046316117 -0.27644824981689453 -0.08674075454473495 -0.0301987137645483 -5.828492794535123e-05 -0.005351500120013952 0.9995296597480774 "x: -0.0382459, y: 10.0396, z: -0.688427" "x: 0.0010653, y: 0, z: -0.0010653"
1625518952096.32 -0.00024073295935522765 -0.0008101910934783518 -0.0004232722276356071 -0.0009396555833518505 -0.01707775890827179 -0.001931453007273376 9.19870799407363e-05 -0.24783821403980255 0.005511477589607239 -0.03024899587035179 -6.334281351882964e-05 -0.0052996003068983555 0.9995283484458923 "x: -0.0382459, y: 10.0587, z: -0.688427" "x: 0, y: 0, z: 0.0010653"
1625518952196.2434 -0.0001445337984478101 -0.0008895340724848211 -0.00023662175226490945 0.0011505135335028172 -0.017208728939294815 0.0025439823511987925 0.0012685864930972457 -0.22628384828567505 0.05483628064393997 -0.030231626704335213 -3.73350121662952e-05 -0.005344117991626263 0.999528706073761 "x: -0.0382459, y: 10.0587, z: -0.688427" "x: 0.00213059, y: 0.00213059, z: 0.0010653"
1625518952296.167 -0.00019657942175399512 -0.0010125552071258426 -0.0008986068423837423 -8.694837015355006e-05 -0.021152637898921967 -0.005991997197270393 -0.0009006231557577848 -0.28799593448638916 0.036985091865062714 -0.030441105365753174 -3.3907599572557956e-05 -0.005278017371892929 0.9995226860046387 "x: -0.0382459, y: 10.0396, z: -0.70755" "x: 0.00213059, y: 0.00426119, z: 0.00426119"
1625518952401.087 -0.0004460157942958176 -0.0009277361677959561 -0.00031910615507513285 -0.0017199653666466475 -0.019357025623321533 0.0051819076761603355 -0.0017516661901026964 -0.29881376028060913 0.013827763497829437 -0.030192574486136436 -7.077168265823275e-05 -0.005238980520516634 0.9995304346084595 "x: -0.0382459, y: 10.0396, z: -0.70755" "x: 0.00319589, y: 0.00532648, z: -0.00319589"
1625518952501.0103 -0.00029510448803193867 -0.0009264997788704932 -0.0007450308185070753 0.0001625799632165581 -0.016079794615507126 -0.0006103399209678173 0.0008153379312716424 -0.17171721160411835 0.07177551090717316 -0.030380599200725555 -0.00011967114551225677 -0.005292493849992752 0.9995244145393372 "x: -0.0382459, y: 10.0587, z: -0.688427" "x: 0.0010653, y: 0.00319589, z: 0.0010653"
1625518952600.9336 -0.00034156470792368054 -0.0008236007415689528 -0.000226293079322204 -0.00014851744344923645 -0.01820530742406845 0.005372312851250172 -0.0014298459282144904 -0.301918625831604 -0.02955019287765026 -0.030203964561223984 -7.985658157849684e-05 -0.005272892769426107 0.9995298981666565 "x: -0.0382459, y: 10.0587, z: -0.70755" "x: 0.00319589, y: 0.0010653, z: 0.00319589"
1625518952705.8535 -6.145235602161847e-06 -0.0009248097194358706 6.505419878521934e-05 0.0023033081088215113 -0.018246136605739594 0.006917445454746485 0.0007006859523244202 -0.22427202761173248 0.02084367349743843 -0.03029772825539112 -0.0001318449358223006 -0.0053432234562933445 0.9995266199111938 "x: -0.0382459, y: 10.0587, z: -0.70755" "x: -0.00532648, y: 0.00319589, z: -0.0010653"
1625518952805.777 -0.0001592242915648967 -0.0008256743894889951 0.00015004913439042866 5.669400707120076e-05 -0.017301924526691437 0.003381500719115138 -0.0017323457868769765 -0.2379106730222702 -0.02272181585431099 -0.03030685894191265 -0.00012883299496024847 -0.005202809814363718 0.999527096748352 "x: -0.0573689, y: 10.0587, z: -0.688427" "x: 0.00426119, y: -0.00319589, z: 0.00426119"
1625518952905.7012 -0.0005355934263207018 -0.0008173841051757336 -0.0007146084681153297 -0.0026882861275225878 -0.01681513898074627 -0.0031529376283288 -0.0023312175180763006 -0.20272743701934814 0.04169820249080658 -0.030458366498351097 -0.00011786172399297357 -0.005166044924408197 0.9995226860046387 "x: -0.0382459, y: 10.0396, z: -0.70755" "x: -0.0010653, y: 0.00426119, z: 0"
1625518953005.6243 -0.0001040670758811757 -0.0009782698471099138 -0.0003346945741213858 0.0019105664687231183 -0.02045002579689026 0.0010119068901985884 -0.001049787038937211 -0.2372797727584839 0.011821052990853786 -0.03043532557785511 -0.0001280873257201165 -0.005253210663795471 0.9995229244232178 "x: -0.0382459, y: 10.0587, z: -0.70755" "x: 0.0010653, y: 0.00319589, z: -0.00213059"
1625518953105.548 -0.00019821127352770418 -0.0008850882877595723 -0.00029808757244609296 0.0006571364356204867 -0.019634351134300232 0.0008961435523815453 -0.003280694130808115 -0.28481918573379517 -0.004853782244026661 -0.030442234128713608 -0.00015431988867931068 -0.005177867598831654 0.9995231032371521 "x: -0.0382459, y: 10.0396, z: -0.726673" "x: -0.0010653, y: 0.00213059, z: 0.0010653"
1625518953210.468 -0.00014174160605762154 -0.0010058920597657561 -0.00013055231829639524 0.0005345496465452015 -0.020549530163407326 0.001439990010112524 -0.0028691929765045643 -0.2381993681192398 0.04151701554656029 -0.030429644510149956 -0.00018654191808309406 -0.005152361001819372 0.9995236396789551 "x: -0.0382459, y: 10.0396, z: -0.70755" "x: 0.00213059, y: 0.0010653, z: 0"
1625518953310.3916 -0.0003525945357978344 -0.0009248637361451983 -0.0004242653667461127 -0.000585745379794389 -0.01998342201113701 -0.0004029158444609493 -0.0035846978425979614 -0.28603866696357727 -0.02951572649180889 -0.030557403340935707 -0.0001538239885121584 -0.005159242078661919 0.9995196461677551 "x: -0.0382459, y: 10.0396, z: -0.70755" "x: -0.0010653, y: 0.00426119, z: 0.00213059"
1625518953410.3154 -0.00012189168046461418 -0.0009665472316555679 -0.00022716604871675372 0.0009158433531410992 -0.019016359001398087 0.001180542167276144 -0.001795788761228323 -0.1839059591293335 0.014990439638495445 -0.030540237203240395 -0.00012199897901155055 -0.005188236944377422 0.9995200634002686 "x: -0.0382459, y: 10.0396, z: -0.70755" "x: -0.0010653, y: 0.00426119, z: 0"
1625518953510.239 -0.00021647238463629037 -0.0010912367142736912 -0.00046710140304639935 -9.549041715217754e-05 -0.02067820355296135 -0.0016450934344902635 -0.0023634424433112144 -0.18159624934196472 -0.07100918143987656 -0.030614154413342476 -0.00010963006934616715 -0.0051810587756335735 0.9995178580284119 "x: -0.0382459, y: 10.0396, z: -0.726673" "x: 0.0010653, y: 0.00426119, z: 0.00213059"
1625518953615.159 -0.00016689910262357444 -0.0010284094605594873 -0.0002990259090438485 0.0006849298952147365 -0.020486248657107353 0.0014950871700420976 -0.0016636790242046118 -0.2134913206100464 0.050038181245326996 -0.03061603009700775 -0.00018326261488255113 -0.005213207099586725 0.9995176792144775 "x: -0.0382459, y: 10.0396, z: -0.70755" "x: -0.00213059, y: 0.00639178, z: 0.00426119"
1625518953715.0828 -0.0002453431661706418 -0.0005150822689756751 -0.00035982823465019464 0.00035856844624504447 -0.016032103449106216 -0.0004896834143437445 -0.001784894848242402 -0.28200966119766235 0.0026579219847917557 -0.030677752569317818 -0.0001409111573593691 -0.005252144765108824 0.9995155930519104 "x: -0.0382459, y: 10.0587, z: -0.688427" "x: 0.0010653, y: 0.00532648, z: 0.0010653"
1625518953815.0063 -0.00045530893839895725 -0.0004105150292161852 -0.0003899727307725698 -0.0004621570697054267 -0.014024614356458187 3.91243738704361e-05 0.01638188399374485 -0.2444697916507721 0.010075035504996777 -0.03066723421216011 -0.00011875204654643312 -0.005175207741558552 0.9995163083076477 "x: -0.0573689, y: 10.0396, z: -0.70755" "x: 0.0010653, y: 0.00532648, z: 0.00532648"
1625518953914.9302 -0.00040379996062256396 -0.0004170949978288263 -0.0003830278292298317 0.0009473635582253337 -0.01402607373893261 -0.0007997853681445122 -0.00350716314278543 -0.22738005220890045 0.02607508935034275 -0.03066900558769703 -0.00014102726709097624 -0.005118809174746275 0.9995165467262268 "x: -0.0382459, y: 10.0396, z: -0.70755" "x: 0.0010653, y: 0.00639178, z: -0.0010653"
1625518954015.0964 -7.874495349824429e-05 -0.00029266029014252126 6.76308263791725e-05 0.002966777654364705 -0.010881220921874046 0.004065598361194134 0.016158049926161766 -0.1981653869152069 -0.009460524655878544 -0.030599744990468025 -9.030314686242491e-05 -0.005148150026798248 0.9995184540748596 "x: -0.0573689, y: 10.0396, z: -0.70755" "x: -0.00319589, y: 0.00426119, z: 0.00213059"
1625518954120.016 -0.00014625373296439648 -0.000448175793280825 -0.00027306241099722683 0.00022491143317893147 -0.013397729955613613 -0.001340396236628294 -0.004950867034494877 -0.23804430663585663 -0.04401380568742752 -0.030764425173401833 -0.00011089067265857011 -0.005068827420473099 0.9995138049125671 "x: -0.0382459, y: 10.0396, z: -0.70755" "x: 0.0010653, y: 0.00319589, z: 0"
1625518954219.9402 -0.0005205980269238353 -0.000394065777072683 -0.0005443249829113483 -0.001997591694816947 -0.013849789276719093 -0.0038422259967774153 0.014237473718822002 -0.21695038676261902 -0.02984832413494587 -0.030805429443717003 -0.00014729319082107395 -0.00505432952195406 0.9995126128196716 "x: -0.0573689, y: 10.0396, z: -0.70755" "x: 0.0010653, y: -0.00319589, z: 0.00319589"
1625518954319.864 -0.0004694517992902547 -0.0005269119283184409 -0.00046302544069476426 0.0005531435017473996 -0.01523207314312458 0.0008519143448211253 0.01573234610259533 -0.22253304719924927 0.03853604197502136 -0.03074771910905838 -0.0001161215259344317 -0.005112518090754747 0.9995141625404358 "x: -0.0382459, y: 10.0396, z: -0.688427" "x: 0.0010653, y: -0.00213059, z: -0.00213059"
1625518954419.7878 -0.0003690290614031255 -0.0004650603805202991 -0.0005592924426309764 0.00021547763026319444 -0.013010087423026562 -0.0013682369608432055 -0.0025317997206002474 -0.18545600771903992 0.04131144657731056 -0.03074120171368122 -5.116765896673314e-05 -0.005130039528012276 0.9995142221450806 "x: -0.0382459, y: 10.0587, z: -0.688427" "x: 0.0010653, y: 0.00319589, z: 0"
1625518954524.7017 -0.0004364450869616121 -0.0006521465256810188 -0.0006214797613210976 0.0001404187933076173 -0.015475966036319733 -0.002658552024513483 0.016389042139053345 -0.18528172373771667 -0.048519305884838104 -0.03071780875325203 -3.380349517101422e-05 -0.005159206688404083 0.9995147585868835 "x: -0.0573689, y: 10.0587, z: -0.70755" "x: -0.00213059, y: 0.00213059, z: 0.00319589"
1625518954624.6257 -0.00039166337228380144 -0.00059453712310642 -0.0004258252738509327 0.00036500199348665774 -0.015625374391674995 0.002307815244421363 -0.0018040562281385064 -0.20803575217723846 0.023458382114768028 -0.030688844621181488 -4.2349718569312245e-05 -0.005201295018196106 0.9995154738426208 "x: -0.0382459, y: 10.0396, z: -0.726673" "x: 0.00745708, y: 0, z: -0.0010653"
1625518954724.5493 -0.00021210468548815697 -0.000724590674508363 -0.00040364390588365495 0.0013189705787226558 -0.01764209382236004 -0.00016135507030412555 -0.001611019135452807 -0.23789803683757782 0.0016978398198261857 -0.030710475519299507 -2.6136800443055108e-05 -0.005250232294201851 0.9995145797729492 "x: -0.0382459, y: 10.0396, z: -0.70755" "x: 0.00213059, y: 0, z: 0.00213059"
1625518954824.4734 -0.00017312646377831697 -0.0006260549416765571 -0.00031470987596549094 0.0009161292691715062 -0.015267121605575085 -0.0002966649190057069 -0.0009551600669510663 -0.18675804138183594 -0.06412578374147415 -0.030763162299990654 -7.417409506160766e-05 -0.005256885662674904 0.9995128512382507 "x: -0.0382459, y: 10.0587, z: -0.688427" "x: 0.00213059, y: 0, z: 0.0010653"
1625518954924.3972 -0.0004210920014884323 -0.0005652941181324422 -0.0005886888829991221 -0.0017035765340551734 -0.013685599900782108 -0.0015391455963253975 -0.000899922102689743 -0.1275978833436966 0.050074536353349686 -0.03081144578754902 -7.10603708284907e-05 -0.005206006113439798 0.9995116591453552 "x: -0.0382459, y: 10.0587, z: -0.70755" "x: 0.00213059, y: -0.0010653, z: 0.00319589"
1625518955029.3176 -0.00041774078272283077 -0.0006536577711813152 -0.0004142294928897172 0.0004165243299212307 -0.015584374777972698 -0.00022843159968033433 0.01742316037416458 -0.18751247227191925 -0.014872544445097446 -0.03082502819597721 -0.0001011759668472223 -0.005208881571888924 0.9995112419128418 "x: -0.0573689, y: 10.0396, z: -0.70755" "x: 0, y: -0.0010653, z: 0.00319589"
1625518955129.2415 -0.00018351669132243842 -0.0004999426892027259 -0.00018198585894424468 0.0014705840731039643 -0.014461642131209373 0.002049291506409645 -0.0026365392841398716 -0.1840554028749466 0.039284273982048035 -0.0308267492800951 -4.045520836370997e-05 -0.005138702224940062 0.9995115399360657 "x: -0.0382459, y: 10.0396, z: -0.70755" "x: 0.00319589, y: 0.00532648, z: 0"
1625518955229.1655 -0.000266758055659011 -0.0005887933657504618 -0.0003138487518299371 0.0005045353318564594 -0.015561092644929886 -0.0011098020477220416 0.015890082344412804 -0.208385169506073 -0.08170245587825775 -0.030893884599208832 -8.40143475215882e-05 -0.005150831304490566 0.9995094537734985 "x: -0.0573689, y: 10.0587, z: -0.688427" "x: -0.00213059, y: 0, z: 0"
1625518955329.0896 -0.0003658445493783802 -0.0006958324811421335 -0.0005011250032112002 -0.000345907814335078 -0.017493268474936485 -0.00209196750074625 -0.00401073694229126 -0.21461224555969238 0.006121075712144375 -0.030886229127645493 -2.676312578842044e-05 -0.005101894959807396 0.999509871006012 "x: -0.0382459, y: 10.0396, z: -0.70755" "x: -0.00213059, y: 0, z: 0"
1625518955434.0098 -0.0002451506443321705 -0.0004967036657035351 -0.00028194213518872857 0.0006499594310298562 -0.01209616381675005 0.00011585732136154547 -0.0031784381717443466 -0.10118928551673889 -0.011973300017416477 -0.030889756977558136 -0.0001095713596441783 -0.005097395274788141 0.9995098114013672 "x: -0.0382459, y: 10.0396, z: -0.70755" "x: -0.00426119, y: -0.0010653, z: 0.00426119"
1625518955533.9338 -0.0003607648832257837 -0.0005842060199938715 -0.0002508739416953176 4.147556683165021e-05 -0.01604381389915943 -0.00019454784342087805 -0.004748184699565172 -0.22037991881370544 -0.07843488454818726 -0.030918462201952934 -0.0001928173442138359 -0.005094277206808329 0.9995089173316956 "x: -0.0382459, y: 10.0396, z: -0.688427" "x: 0.00213059, y: -0.0010653, z: 0.00213059"
1625518955633.858 -0.00036658774479292333 -0.0008171910303644836 -0.0003061239840462804 7.456099410774186e-05 -0.018969707190990448 0.0003791671188082546 0.014836937189102173 -0.22581183910369873 0.040073323994874954 -0.030889339745044708 -0.00025170555454678833 -0.005085025914013386 0.999509871006012 "x: -0.0573689, y: 10.0396, z: -0.70755" "x: 0, y: -0.00319589, z: 0.00745708"
1625518955733.782 -9.80348777375184e-05 -0.0006530784885399044 -9.206117101712152e-05 0.0013083198573440313 -0.01603797823190689 0.00028158267377875745 -0.021993109956383705 -0.20979300141334534 -0.03429243341088295 -0.030844133347272873 -0.00020455291087273508 -0.005168244708329439 0.9995108246803284 "x: -0.019123, y: 10.0396, z: -0.688427" "x: 0.00745708, y: -0.00319589, z: 0.00426119"
1625518955838.7024 0.00034502040944062173 -0.0006704111583530903 0.0004975689225830138 0.0036831845063716173 -0.013814305886626244 0.007748508360236883 -0.0007049661362543702 -0.15766048431396484 0.07778308540582657 -0.03083680011332035 -0.0001352148683508858 -0.005240811966359615 0.9995107650756836 "x: -0.0382459, y: 10.0396, z: -0.70755" "x: 0.00213059, y: 0, z: 0"
1625518955938.6262 0.0007542774546891451 -0.0008238134323619306 0.0005836580530740321 0.004210292361676693 -0.01613444648683071 0.002728247083723545 0.0021483702585101128 -0.1808176189661026 -0.03566458448767662 -0.03096131794154644 -3.768599344766699e-05 -0.005413366016000509 0.9995059370994568 "x: -0.0382459, y: 10.0587, z: -0.70755" "x: -0.00319589, y: 0.00213059, z: 0.00213059"
1625518956038.5505 0.0005237240111455321 -0.0008886703290045261 0.0003663708339445293 0.0001094399849534966 -0.016297562047839165 -0.0001569856540299952 0.021787429228425026 -0.17772608995437622 -0.09822013974189758 -0.03102472424507141 1.8913386156782508e-05 -0.005449183285236359 0.9995038509368896 "x: -0.0573689, y: 10.0587, z: -0.70755" "x: 0.00213059, y: 0.00639178, z: 0"
1625518956138.4746 0.00031190773006528616 -0.001010302803479135 0.0001787007786333561 -0.0009693626197986305 -0.018431097269058228 -0.0017745231743901968 0.003538321703672409 -0.2175748199224472 0.012042047455906868 -0.03107132576406002 0.0001069585996447131 -0.005489088594913483 0.9995021820068359 "x: -0.0382459, y: 10.0396, z: -0.688427" "x: 0.0010653, y: -0.00213059, z: 0"
1625518956238.3984 0.0003131637640763074 -0.0009107395890168846 -5.8076097957382444e-06 0.00024785459390841424 -0.01588095910847187 -0.0012728192377835512 -0.013862460851669312 -0.179962158203125 0.011929580010473728 -0.031126491725444794 0.00014730810653418303 -0.0055620502680540085 0.999500036239624 "x: -0.019123, y: 10.0396, z: -0.726673" "x: 0.00319589, y: 0.00319589, z: -0.0010653"
1625518956343.319 -7.732237281743437e-05 -0.0009483227622695267 -0.0004011765122413635 -0.0024165292270481586 -0.0188139658421278 -0.002823465270921588 -0.015595896169543266 -0.22883671522140503 0.018717879429459572 -0.03112008608877659 0.00014266131620388478 -0.005500520579516888 0.999500572681427 "x: -0.019123, y: 10.0396, z: -0.70755" "x: 0.00426119, y: 0.00213059, z: 0.00319589"
1625518956443.243 -0.00043913783156313 -0.0007666875026188791 -0.00014637103595305234 -0.002413277281448245 -0.016389356926083565 0.0024610916152596474 0.001914954511448741 -0.2106296718120575 -0.02250939980149269 -0.031097138300538063 8.21768117020838e-05 -0.005407541990280151 0.9995017647743225 "x: -0.0382459, y: 10.0396, z: -0.688427" "x: 0.00213059, y: -0.0010653, z: -0.0010653"
1625518956543.1672 -0.00013065380335319787 -0.00042564413161017 -0.00026886482373811305 0.001661632675677538 -0.01069969218224287 -0.0002600503503344953 0.002903945976868272 -0.1605008840560913 0.00371613260358572 -0.03115333430469036 1.0389617273176555e-05 -0.005444542970508337 0.9994998574256897 "x: -0.0382459, y: 10.0587, z: -0.70755" "x: 0.00426119, y: 0.00426119, z: 0.0010653"
1625518956643.0916 -0.00022322603035718203 -0.000914979784283787 -0.0002417097130091861 -0.0003384972224012017 -0.017242975533008575 -2.1801672119181603e-05 0.002550558652728796 -0.1719125509262085 -0.062429919838905334 -0.031141869723796844 1.7520345863886178e-05 -0.005441583693027496 0.9995001554489136 "x: -0.0382459, y: 10.0396, z: -0.70755" "x: 0.00319589, y: -0.00213059, z: 0.00213059"
1625518956743.0159 -0.0002476998488418758 -0.0010561359813436866 -0.0003214808239135891 -0.00034839552245102823 -0.01883300580084324 -0.001016381662338972 0.0023821648210287094 -0.1146087497472763 -0.07549679279327393 -0.03109690546989441 4.440414340933785e-05 -0.005391367711126804 0.9995018243789673 "x: -0.0382459, y: 10.0587, z: -0.688427" "x: -0.0010653, y: 0.0010653, z: 0.0010653"
1625518956847.9363 -0.00012415344826877117 -0.0004569007141981274 -0.00022279178665485233 0.0002773291780613363 -0.012051972560584545 0.0009700855589471757 -0.017865702509880066 -0.1897302120923996 0.00862831249833107 -0.031113656237721443 0.00011174386600032449 -0.00537872314453125 0.9995014071464539 "x: -0.0382459, y: 10.0396, z: -0.726673" "x: -0.00213059, y: 0.0010653, z: 0.00213059"
1625518956947.8606 -0.00018178690515924245 -0.0004723625897895545 -0.0003594510490074754 0.0003463574394118041 -0.012752365320920944 0.000488865829538554 9.945986676029861e-05 -0.22664757072925568 -0.014070495963096619 -0.031173693016171455 8.703007188159972e-05 -0.005326651502400637 0.9994997978210449 "x: -0.0382459, y: 10.0396, z: -0.70755" "x: -0.0010653, y: 0.00213059, z: 0"
1625518957048.0217 0.00015346096188295633 -0.0003679676738101989 -0.0001708076597424224 0.0027522698510438204 -0.010669473558664322 0.002216209191828966 -4.0556689782533795e-05 -0.17583142220973969 0.01181815192103386 -0.031197264790534973 0.0001149546296801418 -0.005280924495309591 0.9994993805885315 "x: -0.0382459, y: 10.0587, z: -0.70755" "x: 0.00213059, y: 0, z: -0.00213059"
1625518957147.946 0.00032740511232987046 -0.0003703772381413728 8.922605047700927e-05 0.0021544271148741245 -0.013120257295668125 0.001256941701285541 -0.002271665260195732 -0.2393610179424286 -0.015082675032317638 -0.03120279312133789 8.317809988511726e-05 -0.005212518386542797 0.9994995594024658 "x: -0.0382459, y: 10.0396, z: -0.70755" "x: 0, y: -0.0010653, z: -0.00319589"
1625518957252.8665 0.000320657913107425 -0.00040882526081986725 0.00014541088603436947 0.0015248049749061465 -0.01103946566581726 0.0005990717327222228 -0.002381733153015375 -0.10257170349359512 -0.022027678787708282 -0.031193293631076813 3.691357414936647e-05 -0.005150774493813515 0.9995001554489136 "x: -0.0382459, y: 10.0587, z: -0.726673" "x: 0, y: 0.00319589, z: 0.0010653"
1625518957352.7908 0.0002830123994499445 -0.00037500515463761985 4.8049561883090064e-05 0.0005776592879556119 -0.012971833348274231 0.00024064807803370059 -0.004966013133525848 -0.19124513864517212 -0.04980871081352234 -0.031262338161468506 -3.0798822990618646e-05 -0.005063982680439949 0.9994984865188599 "x: -0.0382459, y: 10.0587, z: -0.726673" "x: 0, y: 0.00319589, z: -0.0010653"
1625518957452.7153 -0.00014662941975984722 -0.0002440037642372772 -0.0001232187933055684 -0.0029965469148010015 -0.012216056697070599 -0.001087866025045514 -0.006074259988963604 -0.2118806540966034 0.002873036079108715 -0.031310975551605225 -8.403309038840234e-05 -0.004976682830601931 0.9994972944259644 "x: -0.0382459, y: 10.0396, z: -0.70755" "x: -0.0010653, y: -0.0010653, z: -0.00213059"
1625518957552.7175 -0.00037354420055635273 -0.00031338533153757453 -0.0003567613603081554 -0.0021776664070785046 -0.01327782217413187 -0.0014030726160854101 -0.006918895523995161 -0.24486804008483887 -0.021317601203918457 -0.03132115676999092 -0.00015366914158221334 -0.004973040893673897 0.9994969964027405 "x: -0.0382459, y: 10.0396, z: -0.688427" "x: 0.0010653, y: 0.00639178, z: -0.0010653"
